procurement_id,procurement_year,agency_code,agency_name,project_name,procurement_category,estimated_cost,actual_cost,procurement_method,vendor_code,vendor_name,contract_start_date,contract_end_date,procurement_status
108965,2019,AG21,Capital Development Authority,Road Construction Project,Services,5861259,7370552,Limited,V136,Vendor Company 136,12/1/2019,3/3/2020,Completed
108966,2020,AG20,Balochistan Planning Dept,School Renovation Program,Services,7705596,,Direct,V493,Vendor Company 493,1/7/2020,5/31/2020,Ongoing
108967,2023,AG03,Ministry of Education,Public Transport Improvement,Goods,4337422,,Direct,V470,Vendor Company 470,2/6/2023,11/5/2023,Ongoing
108968,2020,AG18,Balochistan Health Department,Hospital Equipment Purchase,Works,3481169,4485762,Open,V437,Vendor Company 437,4/10/2020,9/27/2020,Completed
108969,2023,AG29,Election Commission,Public Transport Improvement,Services,17473617,17792049,Direct,V405,Vendor Company 405,3/3/2023,7/6/2023,Completed
108970,2023,AG07,Ministry of Housing,Hospital Equipment Purchase,Goods,12927473,,Limited,V398,Vendor Company 398,12/22/2023,6/14/2024,Ongoing
108971,2022,AG04,Ministry of Transport,IT Infrastructure Upgrade,Goods,10290002,11143980,Direct,V002,Vendor Company 2,4/25/2022,7/1/2022,Completed
108972,2023,AG12,Sindh Health Department,Hospital Equipment Purchase,Goods,16294158,19051557,Open,V150,Vendor Company 150,1/27/2023,5/30/2023,Completed
108973,2018,AG07,Ministry of Housing,Public Transport Improvement,Works,8919739,9175301,Limited,V390,Vendor Company 390,5/16/2018,8/19/2018,Completed
108974,2024,AG12,Sindh Health Department,School Renovation Program,Goods,10963626,13306206,Direct,V056,Vendor Company 56,9/20/2024,1/22/2025,Completed
108975,2022,AG29,Election Commission,Public Transport Improvement,Services,4778003,,Open,V421,Vendor Company 421,6/20/2022,10/6/2022,Ongoing
108976,2020,AG20,Balochistan Planning Dept,Hospital Equipment Purchase,Goods,7809428,8371506,Direct,V491,Vendor Company 491,4/16/2020,1/15/2021,Completed
108977,2022,AG06,Ministry of IT,School Renovation Program,Works,4997862,5658114,Direct,V415,Vendor Company 415,7/27/2022,11/29/2022,Completed
108978,2024,AG15,KPK Health Department,Public Transport Improvement,Goods,17074810,,Direct,V063,Vendor Company 63,11/7/2024,1/7/2025,Ongoing
108979,2024,AG08,Ministry of Planning,IT Infrastructure Upgrade,Works,14053858,14268667,Direct,V020,Vendor Company 20,8/3/2024,10/11/2024,Completed
108980,2021,AG03,Ministry of Education,Hospital Equipment Purchase,Services,10076360,10997125,Direct,V239,Vendor Company 239,9/9/2021,6/24/2022,Completed
108981,2018,AG21,Capital Development Authority,IT Infrastructure Upgrade,Works,10223816,12699949,Limited,V029,Vendor Company 29,11/3/2018,4/30/2019,Completed
108982,2018,AG01,Ministry of Health,School Renovation Program,Services,19242827,24234183,Limited,V482,Vendor Company 482,11/7/2018,8/18/2019,Completed
108983,2019,AG04,Ministry of Transport,Hospital Equipment Purchase,Goods,6427677,,Limited,V178,Vendor Company 178,1/18/2019,10/5/2019,Ongoing
108984,2018,AG18,Balochistan Health Department,IT Infrastructure Upgrade,Services,647480,756417,Direct,V057,Vendor Company 57,3/6/2018,6/22/2018,Completed
108985,2019,AG12,Sindh Health Department,Hospital Equipment Purchase,Services,13053063,,Limited,V374,Vendor Company 374,4/2/2019,7/1/2019,Ongoing
108986,2018,AG05,Ministry of Energy,IT Infrastructure Upgrade,Works,9029327,,Open,V159,Vendor Company 159,6/5/2018,8/25/2018,Ongoing
108987,2022,AG25,Pakistan Post,Hospital Equipment Purchase,Works,12690945,14070921,Limited,V347,Vendor Company 347,6/25/2022,3/2/2023,Completed
108988,2020,AG28,Federal Board of Revenue,IT Infrastructure Upgrade,Works,4457378,5030134,Direct,V149,Vendor Company 149,6/11/2020,9/22/2020,Completed
108989,2019,AG16,KPK Education Department,IT Infrastructure Upgrade,Goods,10436922,12544130,Limited,V089,Vendor Company 89,6/24/2019,1/11/2020,Completed
108990,2021,AG17,KPK Works Department,Road Construction Project,Services,6256133,,Direct,V442,Vendor Company 442,9/16/2021,5/28/2022,Ongoing
108991,2023,AG01,Ministry of Health,Power Grid Maintenance,Goods,17187703,,Limited,V129,Vendor Company 129,4/26/2023,10/16/2023,Ongoing
108992,2020,AG13,Sindh Education Department,IT Infrastructure Upgrade,Goods,9233911,11237667,Open,V300,Vendor Company 300,5/23/2020,11/11/2020,Completed
108993,2018,AG06,Ministry of IT,Road Construction Project,Works,8760652,10166466,Open,V329,Vendor Company 329,12/7/2018,9/24/2019,Completed
108994,2020,AG25,Pakistan Post,Hospital Equipment Purchase,Services,19380604,21757468,Open,V435,Vendor Company 435,6/14/2020,9/18/2020,Completed
108995,2020,AG23,WAPDA,IT Infrastructure Upgrade,Goods,4838078,5096966,Limited,V115,Vendor Company 115,5/4/2020,12/26/2020,Completed
108996,2019,AG01,Ministry of Health,Public Transport Improvement,Goods,13709691,15982566,Limited,V083,Vendor Company 83,1/17/2019,9/30/2019,Completed
108997,2020,AG20,Balochistan Planning Dept,School Renovation Program,Goods,8389410,10418206,Direct,V021,Vendor Company 21,5/4/2020,10/5/2020,Completed
108998,2023,AG12,Sindh Health Department,Power Grid Maintenance,Works,8360652,9643158,Direct,V463,Vendor Company 463,9/11/2023,4/3/2024,Completed
108999,2018,AG19,Balochistan Education Department,Power Grid Maintenance,Goods,8237760,,Direct,V107,Vendor Company 107,1/4/2018,3/22/2018,Ongoing
109000,2024,AG29,Election Commission,Road Construction Project,Works,7996107,8623759,Direct,V405,Vendor Company 405,8/21/2024,12/7/2024,Completed
109001,2021,AG14,Sindh Works Department,IT Infrastructure Upgrade,Services,18174396,19575582,Limited,V483,Vendor Company 483,5/15/2021,2/1/2022,Completed
109002,2024,AG29,Election Commission,School Renovation Program,Services,8491756,,Open,V359,Vendor Company 359,8/21/2024,4/22/2025,Ongoing
109003,2019,AG17,KPK Works Department,Power Grid Maintenance,Goods,19411162,21589647,Open,V472,Vendor Company 472,11/22/2019,4/2/2020,Completed
109004,2019,AG27,Pakistan Customs,Hospital Equipment Purchase,Works,14992692,,Direct,V409,Vendor Company 409,4/25/2019,8/11/2019,Ongoing
109005,2019,AG26,Higher Education Commission,Power Grid Maintenance,Works,9190465,,Direct,V303,Vendor Company 303,8/19/2019,10/24/2019,Ongoing
109006,2018,AG25,Pakistan Post,IT Infrastructure Upgrade,Goods,9039424,,Open,V403,Vendor Company 403,4/6/2018,7/10/2018,Ongoing
109007,2021,AG11,Punjab Works Department,Power Grid Maintenance,Services,4489339,4825781,Open,V051,Vendor Company 51,3/2/2021,7/21/2021,Completed
109008,2019,AG29,Election Commission,School Renovation Program,Services,9647766,10266637,Limited,V092,Vendor Company 92,3/17/2019,11/22/2019,Completed
109009,2019,AG22,National Highway Authority,School Renovation Program,Goods,7619423,,Open,V411,Vendor Company 411,11/28/2019,8/12/2020,Ongoing
109010,2019,AG11,Punjab Works Department,IT Infrastructure Upgrade,Services,7741506,8024293,Direct,V050,Vendor Company 50,11/28/2019,9/19/2020,Completed
109011,2019,AG26,Higher Education Commission,School Renovation Program,Services,16967581,,Direct,V259,Vendor Company 259,6/15/2019,9/11/2019,Ongoing
109012,2023,AG17,KPK Works Department,Road Construction Project,Works,18673233,,Direct,V087,Vendor Company 87,6/7/2023,12/29/2023,Ongoing
109013,2021,AG29,Election Commission,Public Transport Improvement,Works,3351085,4223064,Direct,V255,Vendor Company 255,4/12/2021,11/12/2021,Completed
109014,2021,AG15,KPK Health Department,Public Transport Improvement,Goods,18846916,22704872,Open,V249,Vendor Company 249,6/27/2021,12/19/2021,Completed
109015,2020,AG30,National Database Authority,Public Transport Improvement,Goods,19641119,22807506,Open,V117,Vendor Company 117,4/28/2020,2/6/2021,Completed
109016,2023,AG29,Election Commission,IT Infrastructure Upgrade,Services,10017319,11065574,Direct,V354,Vendor Company 354,11/21/2023,3/1/2024,Completed
109017,2018,AG13,Sindh Education Department,School Renovation Program,Services,13179765,15790336,Direct,V286,Vendor Company 286,1/8/2018,10/30/2018,Completed
109018,2022,AG25,Pakistan Post,School Renovation Program,Works,19806037,20695737,Limited,V452,Vendor Company 452,10/8/2022,1/25/2023,Completed
109019,2023,AG02,Ministry of Finance,Power Grid Maintenance,Goods,9511987,12347588,Direct,V447,Vendor Company 447,4/25/2023,11/18/2023,Completed
109020,2020,AG30,National Database Authority,IT Infrastructure Upgrade,Services,14549646,17001665,Open,V029,Vendor Company 29,3/16/2020,7/30/2020,Completed
109021,2021,AG04,Ministry of Transport,Road Construction Project,Works,18245662,23144473,Limited,V446,Vendor Company 446,10/1/2021,6/19/2022,Completed
109022,2018,AG11,Punjab Works Department,Road Construction Project,Services,14879824,15505968,Open,V352,Vendor Company 352,1/8/2018,5/23/2018,Completed
109023,2023,AG16,KPK Education Department,Road Construction Project,Services,18303358,20225266,Limited,V233,Vendor Company 233,11/1/2023,7/3/2024,Completed
109024,2020,AG17,KPK Works Department,Hospital Equipment Purchase,Services,7214348,7935142,Direct,V025,Vendor Company 25,1/28/2020,8/2/2020,Completed
109025,2023,AG25,Pakistan Post,Hospital Equipment Purchase,Services,16765308,17502451,Open,V492,Vendor Company 492,12/25/2023,4/13/2024,Completed
109026,2023,AG16,KPK Education Department,Road Construction Project,Works,8224711,9212219,Direct,V499,Vendor Company 499,4/9/2023,11/15/2023,Completed
109027,2024,AG14,Sindh Works Department,School Renovation Program,Goods,7683142,7962970,Open,V043,Vendor Company 43,1/22/2024,6/10/2024,Completed
109028,2024,AG24,Pakistan Railways,IT Infrastructure Upgrade,Services,4691565,6026431,Open,V428,Vendor Company 428,6/18/2024,9/14/2024,Completed
109029,2021,AG05,Ministry of Energy,School Renovation Program,Goods,9000381,11511212,Limited,V394,Vendor Company 394,5/13/2021,7/30/2021,Completed
109030,2024,AG24,Pakistan Railways,Public Transport Improvement,Works,16695640,,Open,V026,Vendor Company 26,1/21/2024,9/4/2024,Ongoing
109031,2020,AG05,Ministry of Energy,Public Transport Improvement,Goods,9311630,9297589,Limited,V370,Vendor Company 370,9/18/2020,7/3/2021,Completed
109032,2024,AG20,Balochistan Planning Dept,Road Construction Project,Works,728033,698187,Direct,V031,Vendor Company 31,3/20/2024,10/16/2024,Completed
109033,2020,AG10,Punjab Education Department,School Renovation Program,Services,13094176,16210461,Open,V475,Vendor Company 475,10/27/2020,5/20/2021,Completed
109034,2021,AG28,Federal Board of Revenue,IT Infrastructure Upgrade,Services,14382216,17008733,Open,V163,Vendor Company 163,7/4/2021,3/7/2022,Completed
109035,2024,AG04,Ministry of Transport,Road Construction Project,Services,9900719,11708209,Open,V375,Vendor Company 375,4/9/2024,10/14/2024,Completed
109036,2020,AG30,National Database Authority,School Renovation Program,Goods,13880318,17240112,Limited,V269,Vendor Company 269,7/25/2020,10/8/2020,Completed
109037,2024,AG25,Pakistan Post,Public Transport Improvement,Goods,4496786,,Limited,V438,Vendor Company 438,10/20/2024,5/24/2025,Ongoing
109038,2023,AG06,Ministry of IT,Power Grid Maintenance,Works,5069474,,Limited,V259,Vendor Company 259,3/22/2023,7/16/2023,Ongoing
109039,2022,AG27,Pakistan Customs,Road Construction Project,Services,16981313,22032251,Limited,V155,Vendor Company 155,1/27/2022,5/18/2022,Completed
109040,2023,AG08,Ministry of Planning,Road Construction Project,Works,5266729,6329649,Limited,V328,Vendor Company 328,4/1/2023,6/30/2023,Completed
109041,2022,AG21,Capital Development Authority,Hospital Equipment Purchase,Goods,6493628,8182437,Direct,V307,Vendor Company 307,12/10/2022,2/21/2023,Completed
109042,2020,AG04,Ministry of Transport,School Renovation Program,Works,10408936,10898430,Open,V418,Vendor Company 418,2/10/2020,4/11/2020,Completed
109043,2020,AG18,Balochistan Health Department,Road Construction Project,Services,15010936,,Limited,V302,Vendor Company 302,10/22/2020,5/9/2021,Ongoing
109044,2021,AG21,Capital Development Authority,Power Grid Maintenance,Goods,12321254,12897979,Direct,V330,Vendor Company 330,12/12/2021,3/5/2022,Completed
109045,2023,AG08,Ministry of Planning,Public Transport Improvement,Services,5672127,7163244,Limited,V478,Vendor Company 478,12/21/2023,3/30/2024,Completed
109046,2022,AG11,Punjab Works Department,Power Grid Maintenance,Goods,408858,424064,Direct,V365,Vendor Company 365,2/21/2022,5/5/2022,Completed
109047,2023,AG24,Pakistan Railways,Road Construction Project,Works,18699228,23726075,Open,V436,Vendor Company 436,2/15/2023,12/3/2023,Completed
109048,2023,AG27,Pakistan Customs,Public Transport Improvement,Works,15010084,16596344,Limited,V385,Vendor Company 385,12/18/2023,5/12/2024,Completed
109049,2021,AG27,Pakistan Customs,Road Construction Project,Works,12289461,15480331,Open,V233,Vendor Company 233,4/1/2021,12/3/2021,Completed
109050,2021,AG15,KPK Health Department,School Renovation Program,Services,11785115,,Direct,V121,Vendor Company 121,3/15/2021,12/24/2021,Ongoing
109051,2024,AG21,Capital Development Authority,Public Transport Improvement,Works,18151096,18652091,Limited,V010,Vendor Company 10,10/21/2024,3/17/2025,Completed
109052,2018,AG08,Ministry of Planning,School Renovation Program,Services,11612562,,Limited,V132,Vendor Company 132,7/11/2018,2/1/2019,Ongoing
109053,2021,AG11,Punjab Works Department,School Renovation Program,Services,16713334,20295007,Open,V405,Vendor Company 405,2/24/2021,11/3/2021,Completed
109054,2019,AG03,Ministry of Education,IT Infrastructure Upgrade,Works,19876360,24351701,Direct,V181,Vendor Company 181,1/11/2019,4/25/2019,Completed
109055,2019,AG11,Punjab Works Department,Hospital Equipment Purchase,Services,19205061,19191898,Open,V216,Vendor Company 216,1/22/2019,8/29/2019,Completed
109056,2024,AG10,Punjab Education Department,School Renovation Program,Works,4255776,4314013,Open,V402,Vendor Company 402,5/21/2024,11/24/2024,Completed
109057,2020,AG29,Election Commission,Public Transport Improvement,Works,2143391,2100205,Direct,V082,Vendor Company 82,8/3/2020,10/20/2020,Completed
109058,2019,AG17,KPK Works Department,Public Transport Improvement,Services,13169372,16744768,Open,V043,Vendor Company 43,6/12/2019,10/8/2019,Completed
109059,2023,AG22,National Highway Authority,Road Construction Project,Services,7185007,,Open,V354,Vendor Company 354,10/5/2023,5/27/2024,Ongoing
109060,2023,AG19,Balochistan Education Department,Public Transport Improvement,Services,12887229,13914051,Direct,V192,Vendor Company 192,11/9/2023,7/24/2024,Completed
109061,2019,AG16,KPK Education Department,Hospital Equipment Purchase,Works,19112976,,Direct,V062,Vendor Company 62,8/6/2019,5/26/2020,Ongoing
109062,2022,AG10,Punjab Education Department,Public Transport Improvement,Goods,18075910,18898417,Direct,V274,Vendor Company 274,8/22/2022,11/18/2022,Completed
109063,2019,AG06,Ministry of IT,IT Infrastructure Upgrade,Goods,16656772,20903850,Direct,V174,Vendor Company 174,7/23/2019,11/11/2019,Completed
109064,2024,AG06,Ministry of IT,Power Grid Maintenance,Services,15958015,20722605,Limited,V040,Vendor Company 40,5/14/2024,1/25/2025,Completed
109065,2021,AG27,Pakistan Customs,Road Construction Project,Works,577748,570684,Open,V368,Vendor Company 368,6/1/2021,11/1/2021,Completed
109066,2019,AG24,Pakistan Railways,Public Transport Improvement,Works,3364364,3848241,Open,V100,Vendor Company 100,1/28/2019,11/9/2019,Completed
109067,2023,AG10,Punjab Education Department,School Renovation Program,Works,8029008,9279913,Direct,V320,Vendor Company 320,5/5/2023,8/20/2023,Completed
109068,2019,AG25,Pakistan Post,Hospital Equipment Purchase,Services,5267508,,Limited,V408,Vendor Company 408,12/18/2019,5/9/2020,Ongoing
109069,2019,AG22,National Highway Authority,IT Infrastructure Upgrade,Goods,4254096,4292505,Open,V416,Vendor Company 416,10/8/2019,3/29/2020,Completed
109070,2019,AG30,National Database Authority,Public Transport Improvement,Goods,10920772,13817474,Limited,V255,Vendor Company 255,4/9/2019,7/30/2019,Completed
109071,2024,AG27,Pakistan Customs,Road Construction Project,Goods,19119163,23387802,Open,V245,Vendor Company 245,5/13/2024,12/26/2024,Completed
109072,2019,AG10,Punjab Education Department,IT Infrastructure Upgrade,Goods,1418798,1610981,Direct,V228,Vendor Company 228,4/4/2019,9/7/2019,Completed
109073,2021,AG25,Pakistan Post,Public Transport Improvement,Goods,16388954,,Limited,V097,Vendor Company 97,4/24/2021,12/7/2021,Ongoing
109074,2023,AG06,Ministry of IT,Road Construction Project,Goods,5439787,5619896,Open,V230,Vendor Company 230,8/25/2023,6/10/2024,Completed
109075,2024,AG28,Federal Board of Revenue,Public Transport Improvement,Works,13432824,13597365,Limited,V063,Vendor Company 63,9/3/2024,2/21/2025,Completed
109076,2023,AG29,Election Commission,IT Infrastructure Upgrade,Works,9303010,10259991,Open,V433,Vendor Company 433,9/18/2023,6/27/2024,Completed
109077,2023,AG18,Balochistan Health Department,School Renovation Program,Services,19595928,24738668,Limited,V333,Vendor Company 333,3/17/2023,6/8/2023,Completed
109078,2020,AG18,Balochistan Health Department,Public Transport Improvement,Goods,10887289,12616981,Limited,V333,Vendor Company 333,7/8/2020,12/16/2020,Completed
109079,2019,AG11,Punjab Works Department,IT Infrastructure Upgrade,Works,5128750,6534468,Direct,V443,Vendor Company 443,2/26/2019,9/10/2019,Completed
109080,2022,AG03,Ministry of Education,Hospital Equipment Purchase,Services,528656,,Open,V215,Vendor Company 215,7/14/2022,4/20/2023,Ongoing
109081,2023,AG05,Ministry of Energy,Road Construction Project,Services,17460742,,Open,V301,Vendor Company 301,4/24/2023,9/1/2023,Ongoing
109082,2021,AG29,Election Commission,School Renovation Program,Services,2212438,2300501,Limited,V466,Vendor Company 466,12/7/2021,4/16/2022,Completed
109083,2020,AG07,Ministry of Housing,Hospital Equipment Purchase,Works,9005335,11234073,Open,V109,Vendor Company 109,8/26/2020,5/20/2021,Completed
109084,2024,AG02,Ministry of Finance,Power Grid Maintenance,Services,1474996,,Open,V086,Vendor Company 86,3/12/2024,5/20/2024,Ongoing
109085,2024,AG13,Sindh Education Department,Road Construction Project,Goods,6615216,7228100,Direct,V123,Vendor Company 123,7/28/2024,2/2/2025,Completed
109086,2020,AG03,Ministry of Education,Public Transport Improvement,Works,2252266,2455042,Open,V420,Vendor Company 420,6/5/2020,1/11/2021,Completed
109087,2020,AG01,Ministry of Health,IT Infrastructure Upgrade,Services,8337321,,Open,V238,Vendor Company 238,8/4/2020,11/15/2020,Ongoing
109088,2022,AG11,Punjab Works Department,Hospital Equipment Purchase,Goods,1279569,1610430,Open,V345,Vendor Company 345,9/8/2022,3/6/2023,Completed
109089,2022,AG18,Balochistan Health Department,Public Transport Improvement,Services,7902201,9729842,Direct,V014,Vendor Company 14,7/22/2022,1/4/2023,Completed
109090,2023,AG06,Ministry of IT,Road Construction Project,Works,1093384,,Limited,V255,Vendor Company 255,10/10/2023,2/26/2024,Ongoing
109091,2019,AG28,Federal Board of Revenue,Road Construction Project,Works,4265606,5518150,Open,V073,Vendor Company 73,4/9/2019,6/12/2019,Completed
109092,2024,AG03,Ministry of Education,Public Transport Improvement,Goods,7344161,7500333,Direct,V029,Vendor Company 29,3/4/2024,9/4/2024,Completed
109093,2022,AG18,Balochistan Health Department,Road Construction Project,Works,12630107,14645852,Limited,V361,Vendor Company 361,6/6/2022,12/30/2022,Completed
109094,2019,AG29,Election Commission,Hospital Equipment Purchase,Services,8327588,8912714,Open,V118,Vendor Company 118,4/6/2019,10/28/2019,Completed
109095,2022,AG20,Balochistan Planning Dept,IT Infrastructure Upgrade,Services,15572306,18914930,Direct,V289,Vendor Company 289,10/22/2022,4/8/2023,Completed
109096,2020,AG04,Ministry of Transport,Road Construction Project,Works,1143135,1103982,Open,V472,Vendor Company 472,12/23/2020,8/3/2021,Completed
109097,2020,AG22,National Highway Authority,Road Construction Project,Works,14397749,18035423,Direct,V296,Vendor Company 296,11/28/2020,9/15/2021,Completed
109098,2021,AG24,Pakistan Railways,Hospital Equipment Purchase,Works,16464449,16722473,Direct,V121,Vendor Company 121,2/5/2021,10/29/2021,Completed
109099,2022,AG18,Balochistan Health Department,Public Transport Improvement,Services,8484444,9427352,Limited,V178,Vendor Company 178,3/19/2022,11/6/2022,Completed
109100,2022,AG04,Ministry of Transport,School Renovation Program,Goods,1699262,1967939,Open,V147,Vendor Company 147,2/10/2022,11/3/2022,Completed
109101,2019,AG30,National Database Authority,School Renovation Program,Services,8702680,,Direct,V346,Vendor Company 346,8/24/2019,1/18/2020,Ongoing
109102,2023,AG15,KPK Health Department,Road Construction Project,Works,1980991,2252486,Open,V266,Vendor Company 266,6/15/2023,3/4/2024,Completed
109103,2021,AG05,Ministry of Energy,Power Grid Maintenance,Works,16749630,,Limited,V182,Vendor Company 182,4/6/2021,1/28/2022,Ongoing
109104,2023,AG11,Punjab Works Department,Public Transport Improvement,Works,10529120,12075690,Limited,V394,Vendor Company 394,10/8/2023,4/23/2024,Completed
109105,2018,AG27,Pakistan Customs,School Renovation Program,Works,732139,915314,Direct,V269,Vendor Company 269,3/2/2018,9/1/2018,Completed
109106,2018,AG13,Sindh Education Department,Road Construction Project,Services,8084902,,Direct,V079,Vendor Company 79,8/12/2018,4/28/2019,Ongoing
109107,2024,AG02,Ministry of Finance,Road Construction Project,Works,4536708,4736765,Open,V367,Vendor Company 367,8/2/2024,1/7/2025,Completed
109108,2019,AG09,Punjab Health Department,IT Infrastructure Upgrade,Goods,8229530,9759729,Limited,V331,Vendor Company 331,3/26/2019,10/27/2019,Completed
109109,2020,AG18,Balochistan Health Department,IT Infrastructure Upgrade,Goods,7666988,8938956,Limited,V347,Vendor Company 347,7/20/2020,1/29/2021,Completed
109110,2023,AG23,WAPDA,Public Transport Improvement,Works,9734466,12399671,Direct,V099,Vendor Company 99,4/9/2023,7/28/2023,Completed
109111,2022,AG13,Sindh Education Department,Power Grid Maintenance,Works,990608,1126809,Limited,V067,Vendor Company 67,9/7/2022,6/22/2023,Completed
109112,2021,AG15,KPK Health Department,Road Construction Project,Works,8973786,10803073,Open,V225,Vendor Company 225,12/20/2021,4/17/2022,Completed
109113,2019,AG29,Election Commission,Road Construction Project,Services,16477625,18621058,Open,V050,Vendor Company 50,8/19/2019,5/23/2020,Completed
109114,2023,AG18,Balochistan Health Department,School Renovation Program,Services,6572069,,Direct,V034,Vendor Company 34,1/26/2023,4/9/2023,Ongoing
109115,2020,AG28,Federal Board of Revenue,Public Transport Improvement,Works,6020010,7657395,Direct,V164,Vendor Company 164,5/9/2020,12/21/2020,Completed
109116,2020,AG20,Balochistan Planning Dept,School Renovation Program,Works,15567417,15614230,Direct,V114,Vendor Company 114,9/20/2020,2/21/2021,Completed
109117,2018,AG23,WAPDA,Hospital Equipment Purchase,Works,17818872,18692705,Open,V125,Vendor Company 125,5/3/2018,1/22/2019,Completed
109118,2022,AG13,Sindh Education Department,Power Grid Maintenance,Works,7040205,8304912,Open,V103,Vendor Company 103,6/23/2022,10/15/2022,Completed
109119,2019,AG25,Pakistan Post,IT Infrastructure Upgrade,Goods,2867608,3015834,Direct,V416,Vendor Company 416,11/18/2019,7/25/2020,Completed
109120,2022,AG26,Higher Education Commission,IT Infrastructure Upgrade,Services,2880682,,Limited,V250,Vendor Company 250,5/19/2022,10/5/2022,Ongoing
109121,2021,AG21,Capital Development Authority,IT Infrastructure Upgrade,Services,5444198,6107944,Open,V065,Vendor Company 65,3/5/2021,7/24/2021,Completed
109122,2024,AG04,Ministry of Transport,School Renovation Program,Works,7633604,8698685,Limited,V011,Vendor Company 11,3/9/2024,11/18/2024,Completed
109123,2019,AG07,Ministry of Housing,School Renovation Program,Goods,4015362,,Direct,V175,Vendor Company 175,3/17/2019,7/24/2019,Ongoing
109124,2019,AG24,Pakistan Railways,IT Infrastructure Upgrade,Works,14662294,14691556,Open,V284,Vendor Company 284,10/28/2019,3/22/2020,Completed
109125,2019,AG22,National Highway Authority,Hospital Equipment Purchase,Works,2365213,2537496,Direct,V184,Vendor Company 184,8/15/2019,2/1/2020,Completed
109126,2020,AG19,Balochistan Education Department,IT Infrastructure Upgrade,Works,10602716,12504093,Direct,V039,Vendor Company 39,12/14/2020,4/3/2021,Completed
109127,2022,AG07,Ministry of Housing,Public Transport Improvement,Services,4396310,4894867,Limited,V251,Vendor Company 251,7/4/2022,4/8/2023,Completed
109128,2020,AG14,Sindh Works Department,School Renovation Program,Goods,1651661,1940177,Direct,V349,Vendor Company 349,12/23/2020,5/27/2021,Completed
109129,2018,AG24,Pakistan Railways,Power Grid Maintenance,Services,1289655,,Open,V125,Vendor Company 125,3/24/2018,7/21/2018,Ongoing
109130,2019,AG12,Sindh Health Department,Road Construction Project,Services,18049570,,Limited,V166,Vendor Company 166,6/8/2019,12/18/2019,Ongoing
109131,2022,AG08,Ministry of Planning,IT Infrastructure Upgrade,Services,11804768,15310451,Open,V219,Vendor Company 219,6/24/2022,1/10/2023,Completed
109132,2023,AG14,Sindh Works Department,IT Infrastructure Upgrade,Works,16949857,17582667,Open,V312,Vendor Company 312,7/27/2023,4/8/2024,Completed
109133,2018,AG15,KPK Health Department,Public Transport Improvement,Services,555171,711729,Limited,V126,Vendor Company 126,8/21/2018,10/21/2018,Completed
109134,2020,AG20,Balochistan Planning Dept,Road Construction Project,Works,14418849,15724684,Direct,V145,Vendor Company 145,2/16/2020,12/4/2020,Completed
109135,2018,AG16,KPK Education Department,Hospital Equipment Purchase,Goods,13632545,16836164,Direct,V007,Vendor Company 7,1/9/2018,9/16/2018,Completed
109136,2024,AG21,Capital Development Authority,School Renovation Program,Works,2751450,3168718,Open,V325,Vendor Company 325,10/6/2024,1/25/2025,Completed
109137,2022,AG28,Federal Board of Revenue,Public Transport Improvement,Goods,12770694,,Direct,V338,Vendor Company 338,10/12/2022,5/8/2023,Ongoing
109138,2020,AG15,KPK Health Department,Road Construction Project,Goods,10919652,13996845,Limited,V389,Vendor Company 389,8/23/2020,5/30/2021,Completed
109139,2020,AG17,KPK Works Department,Power Grid Maintenance,Works,7613238,,Direct,V499,Vendor Company 499,12/8/2020,2/23/2021,Ongoing
109140,2019,AG16,KPK Education Department,IT Infrastructure Upgrade,Goods,1568706,1589949,Direct,V044,Vendor Company 44,2/18/2019,10/2/2019,Completed
109141,2023,AG06,Ministry of IT,Hospital Equipment Purchase,Goods,5065470,5963457,Open,V310,Vendor Company 310,9/14/2023,1/24/2024,Completed
109142,2023,AG23,WAPDA,Road Construction Project,Goods,7951744,8310957,Limited,V278,Vendor Company 278,12/1/2023,7/12/2024,Completed
109143,2023,AG12,Sindh Health Department,Power Grid Maintenance,Works,8716162,9891490,Direct,V266,Vendor Company 266,3/14/2023,8/4/2023,Completed
109144,2019,AG29,Election Commission,Public Transport Improvement,Services,10093329,12771483,Open,V287,Vendor Company 287,8/14/2019,6/7/2020,Completed
109145,2019,AG29,Election Commission,Hospital Equipment Purchase,Services,10106433,,Limited,V169,Vendor Company 169,3/6/2019,8/29/2019,Ongoing
109146,2022,AG21,Capital Development Authority,IT Infrastructure Upgrade,Services,13183118,15421729,Open,V242,Vendor Company 242,8/7/2022,11/14/2022,Completed
109147,2018,AG05,Ministry of Energy,Road Construction Project,Works,1767723,,Open,V077,Vendor Company 77,7/16/2018,1/31/2019,Ongoing
109148,2022,AG21,Capital Development Authority,School Renovation Program,Services,6501717,7306910,Open,V193,Vendor Company 193,1/9/2022,10/9/2022,Completed
109149,2021,AG26,Higher Education Commission,Road Construction Project,Services,2123909,2402965,Direct,V159,Vendor Company 159,3/25/2021,8/15/2021,Completed
109150,2022,AG05,Ministry of Energy,Public Transport Improvement,Goods,14490596,17825951,Direct,V133,Vendor Company 133,11/10/2022,5/30/2023,Completed
109151,2020,AG24,Pakistan Railways,IT Infrastructure Upgrade,Services,2349791,,Limited,V436,Vendor Company 436,1/8/2020,7/8/2020,Ongoing
109152,2021,AG22,National Highway Authority,Road Construction Project,Works,12423089,13648739,Direct,V172,Vendor Company 172,9/18/2021,2/8/2022,Completed
